timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1754930514577,9,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3651,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-18,9,0,0
1754930508756,9,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,16184,3397,6,6,null,0,6798,1
1754930508756,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930508759,1,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3785,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,1,0,0
1754930515556,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3950,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-FW-01,4,0,0
1754930515561,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3618,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-4,2,0,0
1754930509567,10,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,15628,3402,6,6,null,0,6850,0
1754930509568,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,0
1754930509570,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930516420,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3666,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,4,0,0
1754930516424,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3626,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,2,0,0
1754930510161,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,16240,3398,6,6,null,0,6847,0
1754930510162,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,0
1754930510164,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,2,0,0
1754930517010,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3680,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-RT-01,6,0,0
1754930517017,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3640,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-28,2,0,0
1754930512008,27,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,16240,3398,6,6,null,0,6834,1
1754930512009,7,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,7,0,1
1754930512016,8,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,8,0,0
1754930518857,7,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3680,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-RT-01,7,0,0
1754930518865,5,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3640,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-28,5,0,0
1754930513033,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,15955,3399,6,6,null,0,6756,1
1754930513034,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930513037,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3499,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,2,0,0
1754930519794,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3977,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DLH-02,5,0,0
1754930519799,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3648,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-16,3,0,0
1754930514586,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,15628,3402,6,6,null,0,6802,1
1754930514587,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930514590,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930521393,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3666,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,4,0,0
1754930521397,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3626,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,3,0,0
1754930515563,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,15628,3402,6,6,null,0,6772,1
1754930515564,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930515567,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930522339,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3666,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,4,0,0
1754930522343,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3626,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,2,0,0
1754930516427,40,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,16210,3397,6,6,null,0,6799,1
1754930516427,10,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,9,0,1
1754930516437,11,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3785,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,11,0,0
1754930523246,9,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3963,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-SW-01,9,0,0
1754930523255,10,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3631,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-1,10,0,0
1754930517020,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,16226,3398,6,6,null,0,6847,1
1754930517020,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930517023,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3785,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,2,0,0
1754930523870,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3976,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-FW-02,4,0,0
1754930523875,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3634,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-21,2,0,0
1754930518870,13,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,16193,3397,6,6,null,0,6804,1
1754930518871,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930518874,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,1,0,0
1754930525677,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3654,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-PO-02,6,0,0
1754930525683,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3619,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-8,3,0,0
1754930519802,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,15612,3399,6,6,null,0,6842,1
1754930519803,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930519806,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3503,849,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,2,0,0
1754930526646,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3657,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-SB-02,4,0,0
1754930526651,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3621,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-19,3,0,0
1754930521400,38,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,15953,3399,6,6,null,0,6824,0
1754930521401,10,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,10,0,0
1754930521412,7,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3499,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,7,0,0
1754930528240,13,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3977,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DLH-02,13,0,0
1754930528254,8,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3646,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-17,8,0,0
1754930522346,9,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,16210,3397,6,6,null,0,6814,1
1754930522347,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930522350,1,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3785,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,1,0,0
1754930529163,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3963,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-SW-01,4,0,0
1754930529167,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3631,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-2,2,0,0
1754930523265,9,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,16557,3397,6,6,null,0,6766,1
1754930523266,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930523269,1,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,1,0,0
1754930530032,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3995,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-DL-01,4,0,0
1754930530037,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3642,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-9,2,0,0
1754930530040,15,Scenario-2 View Details,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,8616,1644,6,6,null,0,0,0
1754930530040,8,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,8,0,2
1754930530049,6,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3785,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,6,0,0
1754930523877,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,15628,3402,5,5,null,0,6847,1
1754930523878,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930523881,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930530729,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3666,880,5,5,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,5,0,0
1754930530734,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3626,874,5,5,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,2,0,0
1754930530737,5,Scenario-2 View Details,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,8336,1648,5,5,null,0,0,0
1754930530737,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,5,5,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930530740,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3505,852,5,5,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930525686,42,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,15955,3399,4,4,null,0,6844,1
1754930525687,10,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,10,0,1
1754930525698,10,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3499,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,10,0,0
1754930532550,12,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3977,881,4,4,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DLH-02,12,0,0
1754930532563,10,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3648,874,4,4,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-16,9,0,0
1754930532573,5,Scenario-2 View Details,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,8336,1648,4,4,null,0,0,0
1754930532574,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,4,4,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,0
1754930532576,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3505,852,4,4,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930526654,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,16532,3398,3,3,null,0,6773,1
1754930526655,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930526658,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,2,0,0
1754930533433,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3983,880,3,3,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-CW-01,5,0,0
1754930533438,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3629,874,3,3,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-27,2,0,0
1754930533440,6,Scenario-2 View Details,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,8616,1644,3,3,null,0,0,0
1754930533441,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,3,3,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930533444,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3785,848,3,3,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,2,0,0
1754930528262,10,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,16185,3397,2,2,null,0,6783,1
1754930528263,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930528266,1,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3785,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,1,0,0
1754930535048,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3950,880,2,2,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-FW-01,5,0,0
1754930535054,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3619,873,2,2,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-5,2,0,0
1754930535056,24,Scenario-2 View Details,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,8336,1648,2,2,null,0,0,0
1754930535057,13,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,2,2,http://localhost:8090/jpetstore/actions/Catalog.action,13,0,1
1754930535071,9,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3505,852,2,2,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,9,0,0
1754930529170,21,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,15612,3399,1,1,null,0,6784,1
